measure	row	version	bold_header	indent_header	redcap	worksheet	column
Working Memory	149	3.0u11.01.16	Wechsler Memory Scale-III	Wechsler Memory Scale-III	NA	NA	NA
Spatial Span	150	3.0u11.01.16	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
L-N Sequencing	151	3.0u11.01.16	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Digit Span	152	3.0u11.01.16	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Mental Control	153	3.0u11.01.16	Wechsler Memory Scale-III	Working Memory	NA	NA	NA
Rey-Auditory Verbal Learning Task	154	3.0u11.01.16	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Sum of Trials 1-5	155	3.0u11.01.16	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Immediate Recall	156	3.0u11.01.16	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Delayed Recall	157	3.0u11.01.16	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Recognition	158	3.0u11.01.16	Rey-Auditory Verbal Learning Task	Rey-Auditory Verbal Learning Task	NA	NA	NA
Selective Reminding Test	159	3.0u11.01.16	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Long Term Storage	160	3.0u11.01.16	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Consistent Long Term Retrieval	161	3.0u11.01.16	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Delayed Recall	162	3.0u11.01.16	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
Recognition	163	3.0u11.01.16	Selective Reminding Test	Selective Reminding Test	NA	NA	NA
California Verbal Learning Task-II	164	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	NA	NA	NA
Total Recall	165	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_tot_raw	Template	3
Total Recall	165	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_tot_ss	Template	4
Short Delay Free Recall	166	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelayfree_raw	Template	3
Short Delay Free Recall	166	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelayfree_ss	Template	4
Short Delay Cued Recall	167	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelaycued_raw	Template	3
Short Delay Cued Recall	167	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_sdelaycued_ss	Template	4
Long Delay Free Recall	168	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelayfree_raw	Template	3
Long Delay Free Recall	168	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelayfree_ss	Template	4
Long Delay Cued Recall	169	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelaycued_raw	Template	3
Long Delay Cued Recall	169	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_ldelaycued_ss	Template	4
Recognition Discriminability	170	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_recogdisc_raw	Template	3
Recognition Discriminability	170	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_recogdisc_ss	Template	4
Forced Choice Recognition	171	3.0u11.01.16	California Verbal Learning Task-II	California Verbal Learning Task-II	cvlt_fcrecog_perc	Template	3
Hopkins Verbal Learning Task-R	172	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	NA	NA	NA
Total Recall	173	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_raw	Template	3
Total Recall	173	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_ss	Template	4
Total Recall	173	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_per	Template	5
Total Recall	173	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_tot_int	Template	6
Delayed Recall	174	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_delay_raw	Template	3
Delayed Recall	174	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_delay_ss	Template	4
Percent Retention	175	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_perc_raw	Template	3
Percent Retention	175	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_perc_ss	Template	4
Discrimination Index	176	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_disc_raw	Template	3
Discrimination Index	176	3.0u11.01.16	Hopkins Verbal Learning Task-R	Hopkins Verbal Learning Task-R	hvlt_disc_ss	Template	4
Brief Visuospatial Memory Test-R	177	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	NA	NA	NA
Total Recall	178	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_tot_raw	Template	3
Total Recall	178	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_tot_ss	Template	4
Delayed Recall	179	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_delay_raw	Template	3
Delayed Recall	179	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	BVMT_delay_ss	Template	4
Discrimination Index	180	3.0u11.01.16	Brief Visuospatial Memory Test-R	Brief Visuospatial Memory Test-R	NA	NA	NA
7/24 Spatial Recall Test	181	3.0u11.01.16	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Immediate Recall	182	3.0u11.01.16	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Delayed Recall	183	3.0u11.01.16	7/24 Spatial Recall Test	7/24 Spatial Recall Test	NA	NA	NA
Rey-O Complex Figure Test	184	3.0u11.01.16	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Immediate Recall	185	3.0u11.01.16	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Delayed Recall	186	3.0u11.01.16	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Recognition	187	3.0u11.01.16	Rey-O Complex Figure Test	Rey-O Complex Figure Test	NA	NA	NA
Rush Object Recall Test	188	3.0u11.01.16	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
Immediate Recall	189	3.0u11.01.16	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
Recognition	190	3.0u11.01.16	Rush Object Recall Test	Rush Object Recall Test	NA	NA	NA
TOMM	191	3.0u11.01.16	TOMM	TOMM	NA	NA	NA
Trial 1	192	3.0u11.01.16	TOMM	TOMM	NA	NA	NA
Trial 2	193	3.0u11.01.16	TOMM	TOMM	NA	NA	NA
Trial 3	194	3.0u11.01.16	TOMM	TOMM	NA	NA	NA
Rey-15 Item	195	3.0u11.01.16	Rey-15 Item	Rey-15 Item	NA	NA	NA
Immediate Recall	196	3.0u11.01.16	Rey-15 Item	Rey-15 Item	NA	NA	NA
Recognition	197	3.0u11.01.16	Rey-15 Item	Rey-15 Item	NA	NA	NA
Word Memory Test	198	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Immediate Recognition	199	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Delayed Recognition	200	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Consistency	201	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Multiple Choice Recognition	202	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Paired Associates	203	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Short-Delay Free Recall	204	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
Long-Delay Free Recall	205	3.0u11.01.16	Word Memory Test	Word Memory Test	NA	NA	NA
LANGUAGE	208	3.0u11.01.16	LANGUAGE	LANGUAGE	NA	NA	NA
Boston Diagnostic Aphasia Exam-3	210	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Boston Naming Test	211	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_raw	Template	3
Boston Naming Test	211	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_ss	Template	4
Complex Ideational Material	212	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_raw	Template	3
Complex Ideational Material	212	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_ss	Template	4
Commands	213	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Repeating Phrases	214	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RS_raw	Template	3
Repeating Phrases	214	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RN_raw	Template	4
Picture Description: Cookie Theft	215	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CT_raw	Template	3
Picture Description: Cookie Theft	215	3.0u11.01.16	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_SP_raw	Template	4
Multi-Lingual Aphasia Exam-3	216	3.0u11.01.16	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Tokens	217	3.0u11.01.16	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Sentence Repetition	218	3.0u11.01.16	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Visual Naming	219	3.0u11.01.16	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Right-Left Orientation	220	3.0u11.01.16	Right-Left Orientation	Right-Left Orientation	NA	NA	NA
Peabody Picture Vocabulary Test-4	221	3.0u11.01.16	Peabody Picture Vocabulary Test-4	Peabody Picture Vocabulary Test-4	NA	NA	NA
ACADEMIC ACHIEVEMENT	223	3.0u11.01.16	ACADEMIC ACHIEVEMENT	ACADEMIC ACHIEVEMENT	NA	NA	NA
Wide Range Achievement Tests-4	225	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Word Reading	226	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_raw	Template	3
Word Reading	226	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_ss	Template	4
Spelling	227	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Math Computation	228	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Sentence Comprehension	229	3.0u11.01.16	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
WJ-III Tests of Achievement	230	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Skills	231	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Applications	232	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Fluency	233	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Broad Reading	234	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Letter-Word Identification	235	3.0u11.01.16	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Reading Fluency	236	3.0u11.01.16	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Passage Comprehension	237	3.0u11.01.16	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Broad Written Language	238	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Spelling	239	3.0u11.01.16	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Fluency	240	3.0u11.01.16	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Samples	241	3.0u11.01.16	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Broad Math	242	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Calculation	243	3.0u11.01.16	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Math Fluency	244	3.0u11.01.16	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Applied Problems	245	3.0u11.01.16	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Basic Reading Skills	246	3.0u11.01.16	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Word Attack	247	3.0u11.01.16	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_raw	Template	3
Word Attack	247	3.0u11.01.16	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_ss	Template	4
Nelson-Denny Reading	248	3.0u11.01.16	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Comprehension	249	3.0u11.01.16	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Reading Rate	250	3.0u11.01.16	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Gray's Oral Reading Tests-4	251	3.0u11.01.16	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Rate Score	252	3.0u11.01.16	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Accuracy Score	253	3.0u11.01.16	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Fluency Score	254	3.0u11.01.16	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Comprehension Score	255	3.0u11.01.16	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Wechsler Individual Achievement Test-III	256	3.0u11.01.16	Wechsler Individual Achievement Test-III	Wechsler Individual Achievement Test-III	NA	NA	NA
Total Achievment:	257	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Total Reading Composite	258	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Reading Comprehension	259	3.0u11.01.16	Total Achievment:	Total Reading Composite	NA	NA	NA
Pseudoword Decoding	260	3.0u11.01.16	Total Achievment:	Total Reading Composite	NA	NA	NA
Oral Reading Fluency	261	3.0u11.01.16	Total Achievment:	Total Reading Composite	NA	NA	NA
Word Reading	262	3.0u11.01.16	Total Achievment:	Total Reading Composite	NA	NA	NA
Basic Reading Composite	263	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Reading Comprehension and Fluency	264	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Written Expression	265	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Spelling	266	3.0u11.01.16	Total Achievment:	Written Expression	NA	NA	NA
Sentence Composition	267	3.0u11.01.16	Total Achievment:	Written Expression	NA	NA	NA
(Sentence Combining)	268	3.0u11.01.16	Total Achievment:	Sentence Composition	NA	NA	NA
(Sentence Building)	269	3.0u11.01.16	Total Achievment:	Sentence Composition	NA	NA	NA
Essay Composistion	270	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
(Word Count)	271	3.0u11.01.16	Total Achievment:	Sentence Composition	NA	NA	NA
(Theme Development/Organization)	272	3.0u11.01.16	Total Achievment:	Sentence Composition	NA	NA	NA
Mathematics Composite	273	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Math Problem Solving	274	3.0u11.01.16	Total Achievment:	Mathematics Composite	NA	NA	NA
Numerical Operations	275	3.0u11.01.16	Total Achievment:	Mathematics Composite	NA	NA	NA
Math Fluency	276	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Addition	277	3.0u11.01.16	Total Achievment:	Math Fluency	NA	NA	NA
Subtraction	278	3.0u11.01.16	Total Achievment:	Math Fluency	NA	NA	NA
Multiplication	279	3.0u11.01.16	Total Achievment:	Math Fluency	NA	NA	NA
Oral Language Composites	280	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Listening Comprehension	281	3.0u11.01.16	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
(Receptive Vocabulary)	282	3.0u11.01.16	Total Achievment:	Multiplication	NA	NA	NA
(Oral Discourse Comprehension)	283	3.0u11.01.16	Total Achievment:	Multiplication	NA	NA	NA
Oral Expression	284	3.0u11.01.16	Total Achievment:	Listening Comprehension	NA	NA	NA
(Sentence Repetition)	285	3.0u11.01.16	Total Achievment:	Oral Expression	NA	NA	NA
(Expressive Vocabulary)	286	3.0u11.01.16	Total Achievment:	Oral Expression	NA	NA	NA
(Oral Word Fluency)	287	3.0u11.01.16	Total Achievment:	Oral Expression	NA	NA	NA
VISUAL-SPATIAL	289	3.0u11.01.16	VISUAL-SPATIAL	VISUAL-SPATIAL	NA	NA	NA
Judgment of Line Orientation	291	3.0u11.01.16	Judgment of Line Orientation	Judgment of Line Orientation	JLO_raw	Template	3
Judgment of Line Orientation	291	3.0u11.01.16	Judgment of Line Orientation	Judgment of Line Orientation	JLO_ss	Template	4
Benton's Facial Recognition	292	3.0u11.01.16	Benton's Facial Recognition	Benton's Facial Recognition	NA	NA	NA
Clock Drawing	293	3.0u11.01.16	Clock Drawing	Clock Drawing	clock_score	Template	3
Greek Cross	294	3.0u11.01.16	Greek Cross	Greek Cross	NA	NA	NA
Hooper Visual Organization	295	3.0u11.01.16	Hooper Visual Organization	Hooper Visual Organization	NA	NA	NA
Line Bisection	296	3.0u11.01.16	Line Bisection	Line Bisection	NA	NA	NA
Beery VMI (6th Edition)	297	3.0u11.01.16	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Beery VMI	298	3.0u11.01.16	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Visual Perception	299	3.0u11.01.16	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Motor Coordination	300	3.0u11.01.16	Motor Coordination	Motor Coordination	NA	NA	NA
WAIS-III: Block Design	301	3.0u11.01.16	WAIS-III: Block Design	WAIS-III: Block Design	NA	NA	NA
ATTENTION & CONCENTRATION	303	3.0u11.01.16	ATTENTION & CONCENTRATION	ATTENTION & CONCENTRATION	NA	NA	NA
WMS-III: Digit Span	305	3.0u11.01.16	WMS-III: Digit Span	WMS-III: Digit Span	NA	NA	NA
WMS-III: Spatial Span	306	3.0u11.01.16	WMS-III: Spatial Span	WMS-III: Spatial Span	NA	NA	NA
Symbol Digit Modalities Test	307	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Written	308	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_raw	Template	3
Written	308	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_ss	Template	4
Oral Retest	309	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_raw	Template	3
Oral Retest	309	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_ss	Template	4
Oral Only	310	3.0u11.01.16	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Paced Auditory Serial Addition Test	311	3.0u11.01.16	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	NA	NA	NA
"3"" Rate"	312	3.0u11.01.16	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_raw	Template	3
"3"" Rate"	312	3.0u11.01.16	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_ss	Template	4
"2"" Rate"	313	3.0u11.01.16	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_raw	Template	3
"2"" Rate"	313	3.0u11.01.16	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_ss	Template	4
Brief Test of Attention	314	3.0u11.01.16	Brief Test of Attention	Brief Test of Attention	NA	NA	NA
Gordon Diagnostic System	315	3.0u11.01.16	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Vigilance Task	316	3.0u11.01.16	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	317	3.0u11.01.16	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Commissions (Block 1+2)	318	3.0u11.01.16	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Distractibility Task	319	3.0u11.01.16	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	320	3.0u11.01.16	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Commissions (Block 1+2)	321	3.0u11.01.16	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Conner's CPT-II	322	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
ADHD Clinical Confidence Index	323	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Neurological Clinical Confidence Index	324	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Omissions	325	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Commissions	326	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Hit Reaction Time	327	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Variability	328	3.0u11.01.16	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Conner's CPT-3	329	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	NA	NA	NA
Detectability (d')	330	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_disc_ss	Template	3
Omissions	331	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_omis_ss	Template	3
Commissions	332	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_comis_ss	Template	3
Perseverations	333	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_per_ss	Template	3
HRT	334	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_HRT_ss	Template	4
HRT SD	335	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_HRTSD_ss	Template	4
Variability	336	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_var_ss	Template	3
HRT Block Change	337	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_HRTbc_ss	Template	3
HRT ISI Change	338	3.0u11.01.16	Conner's CPT-3	Conner's CPT-3	CPT3_HRTisi_ss	Template	3
Cancellation Tasks	339	3.0u11.01.16	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Omissions	340	3.0u11.01.16	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Commissions	341	3.0u11.01.16	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Completion Time	342	3.0u11.01.16	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
EXECUTIVE FUNCTIONING	344	3.0u11.01.16	EXECUTIVE FUNCTIONING	EXECUTIVE FUNCTIONING	NA	NA	NA
COWAT	346	3.0u11.01.16	COWAT	COWAT	NA	NA	NA
FAS	347	3.0u11.01.16	FAS	FAS	NA	NA	NA
Animal Naming	348	3.0u11.01.16	Animal Naming	Animal Naming	NA	NA	NA
Trail Making Test: Part-A	349	3.0u11.01.16	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_raw	Template	3
Trail Making Test: Part-A	349	3.0u11.01.16	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_ss	Template	4
Trail Making Test: Part-A	349	3.0u11.01.16	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_err	Template	6
Trail Making Test: Part-B	350	3.0u11.01.16	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_raw	Template	3
Trail Making Test: Part-B	350	3.0u11.01.16	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_ss	Template	4
Trail Making Test: Part-B	350	3.0u11.01.16	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_err	Template	6
Trail Making Test: Part-A (Oral)	351	3.0u11.01.16	Trail Making Test: Part-A (Oral)	Trail Making Test: Part-A (Oral)	NA	NA	NA
Trail Making Test: Part-B (Oral)	352	3.0u11.01.16	Trail Making Test: Part-B (Oral)	Trail Making Test: Part-B (Oral)	NA	NA	NA
Wisconsin Card Sorting Test	353	3.0u11.01.16	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	NA	NA	NA
Categories Completed	354	3.0u11.01.16	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_raw	Template	3
Categories Completed	354	3.0u11.01.16	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_perc	Template	5
